,feature_2,feature_4,target,category_1_encoded,feature_9
123,-2.800880454,-2.793750303,0,3,-8.402641362
124,1.294816918,0.919381769,1,2,2.589633836
125,4.393792756,3.433853271,1,2,8.787585512
126,-1.866883511,-1.047080584,0,3,-5.600650533
127,-1.295476023,-1.682942934,0,3,-3.886428069
128,0.313399947,0.384002223,1,0,0.0
129,-0.808068403,-0.871607601,1,3,-2.424205209
130,-2.857216741,-2.49833772,0,3,-8.571650222999999
131,0.539836809,0.585795694,0,0,0.0
132,-2.075787739,-2.014411358,0,3,-6.227363217
133,1.001967079,-0.051760221,1,0,0.0
134,-2.143482961,-2.47681859,0,3,-6.430448883
135,2.99358653,3.291439748,1,2,5.98717306
136,-1.605122999,-1.343255709,0,3,-4.815368997
137,-0.434059122,-0.814720251,1,1,-0.434059122
138,1.50483421,0.873622777,1,2,3.00966842
139,-2.302460629,-2.251828906,0,3,-6.907381887
140,0.454595526,-0.708114094,1,0,0.0
141,2.578851886,2.119382185,1,2,5.157703772
142,-3.165187675,-2.461123245,0,3,-9.495563025
143,0.291036443,0.869063374,0,0,0.0
144,0.433958139,0.628857882,0,0,0.0
145,1.222688562,1.345623088,1,2,2.445377124
146,-2.523492263,-3.303560577,0,3,-7.570476789000001
147,-2.736906855,-3.03317375,0,3,-8.210720564999999
148,0.940686933,0.822619494,1,2,1.881373866
149,0.677343959,0.389578459,0,0,0.0
150,0.632712091,0.492614757,1,0,0.0
151,0.73933532,1.25902509,1,0,0.0
152,-1.160966405,-1.37769563,0,3,-3.4828992149999998
153,0.579619779,0.443244107,0,0,0.0
154,0.527133709,0.822946223,1,0,0.0
155,-1.521274093,-2.089064381,0,3,-4.563822279
156,3.79411347,3.458031638,1,2,7.58822694
157,1.062419264,0.767330229,1,0,0.0
158,-2.103038133,-2.080801274,0,3,-6.309114399
159,1.551341826,1.413356999,1,2,3.102683652
160,-2.057657942,-2.182994305,0,3,-6.172973826
161,1.553767951,1.287826357,1,2,3.107535902
162,2.451394719,2.023062615,1,2,4.902789438
163,-1.427765081,-1.184107911,0,3,-4.2832952429999995
164,2.114546152,1.979424505,1,2,4.229092304
165,0.812786287,1.060393879,1,0,0.0
166,1.39331579,0.948664857,1,2,2.78663158
167,3.59379869,3.327701827,1,2,7.18759738
168,-0.436249529,-0.52472274,0,1,-0.436249529
169,-1.439027213,-1.490174028,0,3,-4.3170816389999995
170,-1.998764734,-1.697017244,0,3,-5.9962942020000005
171,-1.622706648,-1.794910364,0,3,-4.868119944
172,-0.027958547,0.27073835,0,1,-0.027958547
173,0.452058618,0.602036222,1,0,0.0
174,0.774381039,0.731639995,1,0,0.0
175,1.578860268,1.19834075,1,2,3.157720536
176,0.277526406,0.580276512,1,0,0.0
177,2.800377665,2.429842678,1,2,5.60075533
178,-0.734638763,-0.743150915,0,1,-0.734638763
179,5.348710935,5.327134758,1,2,10.69742187
180,1.232305071,1.149467014,1,2,2.464610142
181,-1.792011094,-1.947738983,1,3,-5.376033282
182,-2.18498528,-2.513815958,0,3,-6.55495584
183,1.03173786,0.384963285,1,0,0.0
184,-0.481161445,0.080360449,0,1,-0.481161445
185,1.414778509,1.218089124,1,2,2.829557018
186,0.604629969,0.553385131,1,0,0.0
187,-0.067318222,-0.121009176,0,1,-0.067318222
188,-1.711428096,-1.273186361,0,3,-5.134284288
189,-2.707635853,-1.934358165,0,3,-8.122907559000001
190,-1.080942938,-1.01700397,0,1,-1.080942938
191,1.351138523,1.288337456,1,2,2.702277046
192,0.551801187,0.102418384,1,0,0.0
193,-2.422172154,-2.999607534,0,3,-7.266516462
194,0.144675248,-0.564914724,0,0,0.0
195,0.464684968,0.146346985,1,0,0.0
196,-1.460235526,-2.296577445,0,3,-4.380706578
197,0.59027229,1.021804272,1,0,0.0
198,-0.381073915,-0.211835417,1,0,-0.0
199,-2.377585202,-2.478241407,0,3,-7.132755606
200,1.048413132,1.492166724,1,0,0.0
201,1.026356541,0.59789411,1,2,2.052713082
202,2.06798004,1.739987617,1,2,4.13596008
203,2.051052239,1.277534926,1,2,4.102104478
204,-2.979518131,-2.669776653,0,3,-8.938554393
205,-2.216605229,-2.540741743,0,3,-6.649815686999999
206,1.240579997,1.246858242,1,2,2.481159994
207,0.658984521,1.060015081,1,2,1.317969042
208,1.079549663,1.627889965,1,2,2.159099326
209,-0.016698388,-0.0195407195,1,2,-0.033396776
210,0.851535762,1.005230736,1,2,1.703071524
211,2.0862776,1.724737501,1,2,4.1725552
212,2.150639365,2.823988702,1,2,4.30127873
213,1.409360847,1.342900623,1,2,2.818721694
214,-0.753995631,-0.72188165,0,1,-0.753995631
215,1.758388242,1.595647013,1,2,3.516776484
216,-1.304343284,-0.824643685,0,3,-3.913029852
217,-0.419826675,-0.339989106,0,1,-0.419826675
218,-1.150759141,-0.84638531,0,1,-1.150759141
219,0.081058538,0.222641794,0,0,0.0
220,4.686594482,4.598430729,1,2,9.373188964
221,-3.772249351,-3.400461926,0,3,-11.316748053000001
222,1.560311816,1.698438294,1,2,3.120623632
223,-3.531386558,-3.915778183,0,3,-10.594159674
224,-1.242716437,-1.638400991,0,1,-1.242716437
225,2.214075416,2.273606108,1,2,4.428150832
226,0.030251155,0.393234316,1,0,0.0
227,-2.280899279,-1.625131059,0,3,-6.842697836999999
228,-1.784218762,-2.495104145,0,3,-5.352656286
229,1.363104667,1.373368606,1,2,2.726209334
230,-1.471284285,-1.27542522,0,3,-4.413852855
231,0.563612976,0.68188063,1,0,0.0
232,0.104924906,0.508655748,1,0,0.0
233,-1.329721511,-1.06750792,0,3,-3.9891645330000003
234,4.523288306,4.129088233,1,2,9.046576612
235,1.005344584,0.599427908,0,2,2.010689168
236,-3.94300733,-3.818025387,0,3,-11.82902199
237,0.038679197,0.434881366,0,0,0.0
238,-1.491245306,-1.433878284,0,3,-4.473735918
239,1.462335243,0.831162015,1,2,2.924670486
240,-1.42865297,-1.847521536,0,3,-4.28595891
241,-0.24255493,0.034051413,0,1,-0.24255493
242,1.007273909,0.867815873,1,2,2.014547818
243,1.510163791,1.557346712,1,2,3.020327582
244,-2.460531513,-2.034364298,0,3,-7.381594539
245,-0.821695532,-1.302579151,0,1,-0.821695532
246,-0.873199619,-1.038896682,0,1,-0.873199619
247,-1.504876692,-1.714025818,0,3,-4.514630076
248,3.796867354,3.939028368,1,2,7.593734708
249,0.474847332,0.784002603,1,0,0.0
250,-2.683071875,-3.275178858,0,3,-8.049215625
251,2.171163996,2.168949452,1,2,4.342327992
252,4.157284644,4.505016286,1,2,8.314569288
253,1.801954788,1.060040208,1,2,3.603909576
254,-2.994925619,-3.020682596,0,3,-8.984776857
255,-1.063546594,-1.54986037,0,1,-1.063546594
256,2.366648247,2.110021486,1,2,4.733296494
257,-1.634513093,-2.636526929,0,3,-4.903539279
258,1.441313577,1.998407225,1,0,0.0
259,1.498957727,1.356626076,0,2,2.997915454
260,-2.238974415,-2.561851161,0,3,-6.716923245
261,0.17969124,0.310998058,0,1,0.17969124
262,-0.016698388,-0.0195407195,0,3,-0.050095164000000005
263,-2.202068569,-2.65696638,0,3,-6.606205707000001
264,-0.691760121,-0.087628453,0,1,-0.691760121
265,-2.360871805,-1.637406593,0,3,-7.082615414999999
266,3.215438942,2.978613473,1,2,6.430877884
267,-3.24547832,-2.818536436,0,3,-9.73643496
268,-0.52264098,-0.380224803,0,1,-0.52264098
269,0.174683062,-0.390849455,0,0,0.0
270,3.181660925,2.810408168,1,2,6.36332185
271,-2.616037311,-1.995597391,0,3,-7.848111933
272,2.126125595,1.555407582,1,2,4.25225119
273,0.227104095,1.13950383,1,0,0.0
274,-2.093305812,-2.321850682,0,3,-6.279917436
275,0.550866831,1.183192794,1,0,0.0
276,0.313199758,0.19097424,1,0,0.0
277,-0.016698388,-0.800944817,0,3,-0.050095164000000005
278,0.04705684,0.605070096,0,0,0.0
279,-0.832036862,-0.276055335,0,1,-0.832036862
280,0.455747899,0.222001687,0,0,0.0
281,1.345560145,1.002604905,1,2,2.69112029
282,3.00337397,2.970889166,1,2,6.00674794
283,-2.335224933,-2.855416781,0,3,-7.005674799
284,4.305601863,4.401307533,1,2,8.611203726
285,-4.408496559,-4.73681522,0,3,-13.225489676999999
286,-0.217899607,0.215184302,0,1,-0.217899607
287,1.255000155,1.026955188,1,2,2.51000031
288,0.566007961,-0.130895626,1,0,0.0
289,-1.067058923,-0.506693013,0,3,-3.201176769
290,-0.550723218,-0.477376016,1,1,-0.550723218
291,-0.918701912,-0.907047955,0,1,-0.918701912
292,-1.492121388,-1.054363474,0,3,-4.476364164
293,1.780622271,2.129252872,1,2,3.561244542
294,1.104642911,0.799901493,0,0,0.0
295,-1.584790461,-1.764703103,0,3,-4.7543713830000005
296,1.647239324,1.202057224,1,2,3.294478648
297,0.472595953,-0.113184869,1,0,0.0
298,1.651723883,1.883160897,1,2,3.303447766
299,1.046650429,1.203524153,1,2,2.093300858
300,-1.573740546,-1.269408861,0,3,-4.721221638
301,-0.950994091,-0.438351915,0,3,-2.852982273
302,1.601456653,1.911246571,1,2,3.202913306
303,0.867057446,1.212441236,0,2,1.734114892
304,0.157230345,-0.673954158,0,1,0.157230345
305,0.422128249,0.299334153,1,0,0.0
306,2.721362066,3.107192664,1,2,5.442724132
307,-1.108574328,-1.575857822,0,3,-3.325722984
308,1.138232625,1.174901178,1,2,2.27646525
309,-0.197907425,0.009878351,0,1,-0.197907425
310,-0.050659709,0.126481689,1,1,-0.050659709
311,2.006945611,2.154464134,1,2,4.013891222
312,1.866457777,2.106022865,1,2,3.732915554
313,1.609775852,1.68207341,1,2,3.219551704
314,2.585023004,1.999851721,1,2,5.170046008
315,-0.265298455,-0.062516241,0,0,-0.0
316,1.306948061,1.420846685,1,2,2.613896122
317,-0.819986505,-1.399885885,0,1,-0.819986505
318,0.555561819,1.107455904,1,0,0.0
319,-0.479923385,-0.266388306,0,1,-0.479923385
320,0.104210253,-0.447929076,0,0,0.0
321,1.109091979,0.782201914,1,2,2.218183958
322,-1.617090383,-1.842711199,1,3,-4.8512711490000004
323,3.861824579,3.635919203,1,2,7.723649158
324,-2.301138393,-2.183918317,0,3,-6.903415179
325,-2.355994371,-2.746535072,0,3,-7.067983113
326,2.156734124,2.607988822,1,2,4.313468248
327,1.798231346,2.216552727,1,2,3.596462692
328,1.293293579,1.541020502,0,2,2.586587158
329,1.378043449,1.395740159,1,2,2.756086898
330,0.257644918,0.632623924,0,1,0.257644918
331,-1.856450905,-1.966829994,0,3,-5.569352715
332,0.036711775,-0.253083769,0,0,0.0
333,-1.179982906,-0.703939048,1,3,-3.5399487179999998
334,2.05214218,2.179159282,1,2,4.10428436
335,-0.331580825,-0.605203881,1,1,-0.331580825
336,-1.3727028,-1.539799747,0,3,-4.1181084
337,-0.685220545,-0.979791739,0,1,-0.685220545
338,0.832417636,1.64128758,1,0,0.0
339,-1.123204575,-1.1215652,0,3,-3.369613725
340,-1.83135957,-1.768251046,0,3,-5.49407871
341,0.502891501,0.79137912,1,0,0.0
342,0.769285178,0.283140785,1,0,0.0
343,-0.924892688,-0.486273781,1,3,-2.774678064
344,-0.935863926,-1.179002378,0,1,-0.935863926
345,0.431746418,1.163752933,1,0,0.0
346,-2.829995277,-2.955058769,0,3,-8.489985831
347,-2.664974223,-2.249918217,0,3,-7.994922669000001
348,-1.315040676,-2.313759923,0,3,-3.945122028
349,-0.493267276,-0.963320506,0,1,-0.493267276
350,0.68677145,0.569328586,0,0,0.0
351,3.046700382,2.234387183,0,2,6.093400764
352,1.513880249,1.754234028,1,2,3.027760498
353,-0.286230952,-0.161047702,0,1,-0.286230952
354,-0.470293193,-0.866624253,0,1,-0.470293193
355,-1.908551987,-1.914935439,0,3,-5.725655961
356,0.095042339,0.417633231,0,1,0.095042339
357,-0.427808053,-1.269027859,0,1,-0.427808053
358,0.56642775,0.057032144,1,0,0.0
359,-1.59265252,-1.72668784,0,3,-4.77795756
360,1.323483798,1.332973248,1,2,2.646967596
361,3.348231756,3.324787187,1,2,6.696463512
362,-0.223354837,0.132363077,0,1,-0.223354837
363,0.83128737,1.022171869,1,0,0.0
364,1.602470212,1.881124149,1,2,3.204940424
365,-1.102601347,-1.65855164,0,1,-1.102601347
366,0.383569815,0.441499357,0,0,0.0
367,0.292298893,0.169441889,1,0,0.0
368,0.390392305,0.975221058,0,0,0.0
369,-1.472166812,-1.402408557,0,3,-4.416500436
370,-0.252146133,-0.519767706,0,0,-0.0
371,0.986014536,1.327015046,1,0,0.0
372,2.784304136,3.009623255,1,2,5.568608272
373,1.984749433,1.656108764,1,2,3.969498866
374,4.144495578,4.005099697,1,2,8.288991156
375,-1.739839805,-1.872418389,0,3,-5.219519415
376,1.331668218,1.822652655,1,2,2.663336436
377,0.611044948,0.692341698,1,0,0.0
378,4.299651764,4.590364756,1,2,8.599303528
379,-1.585167414,-1.782476102,0,3,-4.755502242
380,-1.679891308,-1.545971191,0,3,-5.039673924
381,-1.412272077,-0.890927716,0,3,-4.236816231
382,-4.499604431,-4.644035137,0,3,-13.498813293
383,-1.252573069,-1.206511147,0,3,-3.757719207
384,-1.662899011,-2.208221513,0,3,-4.988697032999999
385,0.374108822,0.067885586,1,0,0.0
386,0.524368419,0.390591262,1,0,0.0
387,4.101639805,3.677304081,1,2,8.20327961
388,2.106277884,2.635067355,1,2,4.212555768
389,-0.992135401,-1.327338209,0,3,-2.976406203
390,-1.820761123,-1.506041686,0,3,-5.462283369
391,1.28669449,1.361428985,1,0,0.0
392,-2.68406754,-2.671726761,0,3,-8.05220262
393,3.656665249,4.251130707,1,2,7.313330498
394,2.392875149,1.488635031,1,2,4.785750298
395,-0.797986696,-0.876468655,0,1,-0.797986696
396,-3.298887442,-3.731039577,0,3,-9.896662326
397,2.612719693,1.828151529,1,2,5.225439386
398,-0.335678434,-0.813571128,0,1,-0.335678434
399,2.603613215,2.610508229,1,2,5.20722643
400,-3.045808001,-3.335946852,0,3,-9.137424003
401,-1.277420271,-0.918774835,0,3,-3.832260813
402,-0.306950214,-0.392488554,0,0,-0.0
403,0.052497968,-0.077397374,0,0,0.0
404,-0.775425783,-0.903538163,0,1,-0.775425783
405,1.606783234,1.567385472,1,2,3.213566468
406,-2.374832451,-2.542223865,0,3,-7.124497353000001
407,-0.370073221,-0.7105747,1,1,-0.370073221
408,0.162710551,0.558384505,1,0,0.0
409,1.300038736,1.050400716,1,2,2.600077472
410,1.416241456,1.26283081,1,2,2.832482912
411,-2.430749496,-2.258987464,0,3,-7.292248487999999
412,-2.956489285,-2.828992786,0,3,-8.869467855
413,2.47442594,2.117050715,1,2,4.94885188
414,0.419750569,0.721743347,1,0,0.0
415,-1.675527735,-1.460459599,0,3,-5.026583205
416,3.449112342,3.520302276,1,2,6.898224684
417,0.308191113,0.135664373,1,0,0.0
418,2.380146379,2.217454103,1,2,4.760292758
419,0.085058216,0.004339374,0,0,0.0
420,4.179925618,3.687192842,1,2,8.359851236
421,3.566728874,3.551021495,1,2,7.133457748
422,-0.439494531,-0.082653715,0,1,-0.439494531
423,1.96611092,2.316659396,1,2,3.93222184
424,1.464511567,1.312170858,1,2,2.929023134
425,2.741883984,3.167517293,1,2,5.483767968
426,-2.125434688,-1.363072866,0,3,-6.376304063999999
427,1.249618342,1.123135328,1,2,2.499236684
428,1.721045235,1.997651118,1,2,3.44209047
429,-3.11211555,-4.017239535,0,3,-9.33634665
430,-2.193966107,-2.697224798,0,3,-6.581898321000001
431,-4.244478455,-4.208030043,0,3,-12.733435365000002
432,-0.595182639,-0.997875864,0,1,-0.595182639
433,1.307709217,2.123390035,1,2,2.615418434
434,3.313223546,3.552375421,1,2,6.626447092
435,-0.135785872,0.250546787,1,0,-0.0
436,3.280126303,3.26851574,1,2,6.560252606
437,-2.781908485,-3.183191693,0,3,-8.345725455
438,-3.241397153,-3.448921265,0,3,-9.724191459
439,-0.131897243,-0.030145051,1,1,-0.131897243
440,0.416489123,0.161322987,0,0,0.0
441,-0.115613063,0.152863734,0,1,-0.115613063
442,-4.329316644,-4.044750656,0,3,-12.987949932000001
443,-0.16232417,-0.160331648,0,1,-0.16232417
444,-2.322103594,-3.052357629,0,3,-6.966310782000001
445,0.991460049,1.677374022,1,2,1.982920098
446,0.573151945,0.488082802,1,0,0.0
447,-1.990298163,-0.906587504,0,3,-5.970894489
448,-1.104060054,-0.843045775,0,3,-3.312180162
449,-1.970401911,-2.054383942,0,3,-5.911205733
450,-0.160067078,0.019061673,1,1,-0.160067078
451,1.993445186,1.185730979,0,2,3.986890372
452,-2.096606701,-1.68614974,0,3,-6.289820102999999
453,1.0540779,2.080854395,1,2,2.1081558
454,-0.904955711,-1.7406491,1,3,-2.7148671330000003
455,-1.732205574,-1.847169178,0,3,-5.196616722
456,-0.057789096,-0.099924345,1,1,-0.057789096
457,-2.060010091,-1.709918639,0,3,-6.180030273
458,-0.898206563,-0.055816293,0,3,-2.694619689
459,-2.436039765,-2.282886916,0,3,-7.308119294999999
460,4.005699197,4.862415927,1,2,8.011398394
461,0.062405858,0.130578848,0,0,0.0
462,-1.418693468,-1.238123941,0,3,-4.256080404
463,0.479745907,0.611040134,1,0,0.0
464,-0.117294606,0.370825308,1,1,-0.117294606
465,-0.691852181,-0.860780605,0,1,-0.691852181
466,1.515060122,1.842374825,1,2,3.030120244
467,1.143082812,0.650764169,1,2,2.286165624
468,-1.197964717,-1.311766359,0,3,-3.593894151
469,-0.016698388,-1.425187745,0,3,-0.050095164000000005
470,-0.4676322,-0.432447577,0,1,-0.4676322
471,-4.288607824,-4.415039724,0,3,-12.865823471999999
472,-3.402040422,-2.949186945,0,3,-10.206121266
473,2.632209709,2.280742471,1,2,5.264419418
474,2.864568729,2.172042355,1,2,5.729137458
475,-0.491747684,-1.034661212,0,1,-0.491747684
476,1.207450643,1.605117862,1,2,2.414901286
477,0.940659458,0.55283652,1,0,0.0
478,-0.016698388,-0.0195407195,1,2,-0.033396776
479,2.447954849,2.330039847,1,2,4.895909698
480,-0.139067767,0.190629855,1,1,-0.139067767
481,-1.998130521,-2.090436803,0,3,-5.994391563
482,-3.49468479,-2.388945383,0,3,-10.484054369999999
483,0.461927731,1.221174538,1,0,0.0
484,-1.811121894,-1.937205966,0,3,-5.433365682
485,-2.585466005,-2.76631984,0,3,-7.756398014999999
486,-1.325558189,-0.072627729,0,3,-3.9766745670000003
487,-1.924060525,-2.355600909,0,3,-5.772181575
488,3.278240383,3.256230964,1,2,6.556480766
489,1.817049671,1.826029239,1,2,3.634099342
490,0.025924489,0.02498933,0,1,0.025924489
491,2.950879454,2.255394766,1,2,5.901758908
492,0.068204713,0.266845676,0,0,0.0
493,-1.644077199,-2.032217236,0,3,-4.932231597
494,2.861015502,3.435411152,1,2,5.722031004
495,0.835933022,0.253547005,1,2,1.671866044
496,-0.016698388,-1.802140559,0,3,-0.050095164000000005
497,-0.235243758,-1.121692017,1,1,-0.235243758
498,-1.738058185,-2.599811668,0,3,-5.2141745550000005
499,-2.432570985,-2.768311769,0,3,-7.297712955
500,1.798801991,1.519517958,1,2,3.597603982
501,4.083373925,4.66966449,1,2,8.16674785
502,-2.762020331,-2.778257065,0,3,-8.286060993
503,0.920988323,1.437951084,1,2,1.841976646
504,-0.9316771,-1.083591738,0,3,-2.7950313
505,-0.776108598,-0.533674525,0,1,-0.776108598
506,-1.208992055,-1.499182181,0,3,-3.626976165
507,-1.582547287,-1.899936515,0,3,-4.747641861
508,0.016302569,-0.712037486,1,0,0.0
509,-1.496070426,-1.361768828,0,3,-4.488211278
510,0.062697939,0.167531304,1,0,0.0
511,-0.304436486,0.006488669,0,1,-0.304436486
512,-0.282044145,-0.19607683,0,1,-0.282044145
513,-1.865058432,-1.054580041,0,3,-5.595175296000001
514,-1.112034202,-1.041623147,0,3,-3.336102606
515,1.241425319,1.638156005,1,2,2.482850638
516,1.371407774,1.241764141,0,2,2.742815548
517,-1.717004561,-2.080392575,0,3,-5.151013683
518,0.158527567,0.445605635,1,0,0.0
519,1.421835075,1.38617588,1,2,2.84367015
520,-3.13288969,-2.800072472,0,3,-9.39866907
521,1.483214475,1.624389092,1,2,2.96642895
522,-1.134495467,-1.451700797,0,3,-3.4034864010000003
523,1.575557871,2.005293022,1,2,3.151115742
524,-1.710988579,-2.05946456,0,3,-5.132965736999999
525,-3.773641567,-3.523511062,0,3,-11.320924701
526,-3.492873099,-2.980228655,0,3,-10.478619297
527,0.184522023,0.030684088,0,0,0.0
528,0.554565713,1.016963495,0,0,0.0
529,-1.839023475,-1.679976741,0,3,-5.517070425
530,1.439036643,1.779814155,1,2,2.878073286
531,-3.076574403,-3.41127668,0,3,-9.229723209
532,-0.437292079,-0.351571986,0,1,-0.437292079
533,-2.541426805,-3.104659329,0,3,-7.624280414999999
534,-1.139643497,-0.455123291,0,3,-3.4189304910000002
535,0.001249606,-0.804349723,1,0,0.0
536,-1.880467946,-2.022368674,0,3,-5.6414038380000004
537,-0.565403603,-0.938087041,0,1,-0.565403603
538,1.754685604,2.024565771,1,2,3.509371208
539,-1.214099701,-0.444521322,0,3,-3.642299103
540,1.737113029,1.999079069,1,2,3.474226058
541,-2.374177692,-1.189664213,0,3,-7.122533076
542,1.216239487,0.665063416,1,2,2.432478974
543,2.769361846,2.248888193,1,2,5.538723692
544,-4.661565102,-5.018810794,0,3,-13.984695305999999
545,-1.61893977,-1.570441892,1,3,-4.85681931
546,1.288398282,0.877629332,1,2,2.576796564
547,-0.256885981,-0.557551083,1,1,-0.256885981
548,0.616783746,0.864977156,1,0,0.0
