,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,category_1_encoded,Region A,Region B,Region C
15,-0.562287529,-1.319964206,0.720047317,-1.473792113,-0.905583367,1.787255075,0.311372692,1.632344251,1,3,0,1,0
16,-1.01283112,-2.365787691,1.317793499,-2.058105831,-0.291378832,0.062642226,-0.383260597,-0.165864993,0,3,1,0,0
17,0.314247333,0.481546022,-1.023819412,-0.162675258,-0.612306753,2.81978952,1.354207176,2.798836466,0,0,0,0,1
18,-0.908024076,-1.854946448,1.357611798,-1.99711001,0.437112101,3.068001756,1.978607015,3.480766173,0,3,1,0,0
19,-1.412303701,-2.691431838,1.732785874,-2.26319877,0.896043676,3.049741943,2.629016534,2.918779125,0,3,0,1,0
20,1.465648769,2.969023754,-2.208724718,2.901737045,0.323254827,-0.111694826,0.158837878,0.310072088,1,2,0,1,0
21,-0.2257763,-0.129939152,0.973395694,-0.020812459,0.309568734,-0.956435738,-0.352424977,-1.689390199,1,1,1,0,0
22,0.067528205,-0.072064402,-0.254095836,0.362643184,-0.986808853,-0.067395048,-0.386904236,0.156736954,0,0,1,0,0
23,-1.424748186,-2.673284594,2.195554481,-2.316352733,0.024553943,2.250644345,1.051212636,2.032785858,0,3,0,1,0
24,-0.544382725,-1.0793057,1.088568603,-1.25532921,0.63420264,2.130726884,1.116870063,2.257469224,0,3,1,0,0
25,0.11092259,0.360779004,-0.082296497,0.308621583,0.308240731,-5.190415357,-2.414453195,-4.758951537,1,0,1,0,0
26,-1.150993577,-2.389290127,1.814235623,-2.027384567,-0.544435231,0.611698548,0.170975151,-0.109062213,0,3,1,0,0
27,0.375698018,0.965732111,-0.672267758,1.341519906,0.696950497,-4.736024899,-1.862309505,-4.001479763,1,0,1,0,0
28,-0.60063869,-1.142232428,0.831394642,-1.177452478,0.928753448,-0.038136518,0.578528423,-0.134960853,0,3,1,0,0
29,-0.29169375,-0.719276497,0.149537468,-0.740694757,-0.442014305,-1.058007361,-0.43084415,-0.12704353,0,1,1,0,0
30,-0.601706612,-1.20581803,1.156373421,-1.098744552,-0.585811316,-1.673839657,-0.973669547,-1.638333538,1,3,0,0,1
31,1.852278185,3.656645197,-3.300864774,4.203405473,-0.322946191,1.698511278,0.768962716,2.358955244,1,2,0,0,1
32,-0.013497225,0.070841221,0.311572339,0.497867669,-0.873683432,-1.294572187,-1.463803622,-1.26469526,1,1,0,1,0
33,-1.057710929,-2.351377208,1.165456878,-2.074022526,0.746865346,-0.019009296,0.437691628,0.114605002,0,3,1,0,0
34,0.822544912,1.639219484,-0.945035186,1.207751773,0.858598961,-1.864735704,-0.554323563,-1.806624087,1,2,0,1,0
35,-1.22084365,-2.362625849,1.725120217,-2.472559212,0.266606079,0.147443781,-0.129459364,0.037680236,0,3,1,0,0
36,0.208863595,0.424331851,-0.682855999,0.335417182,0.528669626,1.919460826,1.374326224,1.790787447,0,0,1,0,0
37,-1.959670124,-3.649951999,3.113294779,-3.082557986,0.337301355,-1.755753375,-0.553766857,-1.642971556,0,3,1,0,0
38,-1.328186049,-2.501567543,2.270909334,-2.597113299,-0.245291541,1.279873028,0.644911837,1.554044794,0,3,0,1,0
39,0.196861236,0.392226312,0.005196478,0.893603442,0.264084724,0.112972488,0.355207092,0.229756293,0,0,0,0,1
40,0.73846658,1.520270979,-0.891516705,1.291991511,0.672640342,0.094639476,0.420814004,0.354228096,1,2,0,1,0
41,0.171368281,0.401869673,-0.94257777,0.20551609,0.61981482,-0.700815701,-0.114518771,-1.459879928,0,0,1,0,0
42,-0.115648282,-0.150636644,-0.222706463,0.041944998,-0.837884947,1.546814425,0.885477572,1.998807648,0,1,1,0,0
43,-0.301103696,-0.96733899,0.839378223,-0.340080308,-0.074798079,1.341835619,0.677989377,0.970546207,0,1,0,0,1
44,-1.47852199,-3.01734924,2.150682203,-3.102060092,-0.205357072,-0.266869672,-0.998887906,-1.090578044,0,3,0,1,0
45,-0.719844208,-1.73657623,0.521102315,-2.761683375,0.504017492,0.40535658,-0.273626139,1.329118732,0,3,0,1,0
46,-0.460638771,-0.665621352,0.481298302,-1.291294713,0.002751879,1.485952322,1.105835219,2.191051618,0,1,0,1,0
47,1.057122226,2.102074548,-1.862703481,2.221259171,-0.300597783,1.083038434,-0.158978374,1.07779678,1,2,1,0,0
48,0.34361829,0.648568389,-0.565215954,0.058649978,0.412699521,-0.613273348,-0.263587775,-0.07845838,1,0,1,0,0
49,-1.763040155,-3.346720844,2.533334938,-3.692945975,-0.052842959,2.331415682,0.774545057,2.165802342,0,3,0,0,1
50,0.324083969,0.732632898,-0.432446435,0.737569679,-0.486751944,1.728275637,0.529990064,1.49357299,1,0,0,1,0
51,-0.38508228,-0.995891464,0.556783605,-1.975638362,0.780833845,4.222478038,2.617488929,3.925316216,0,1,0,0,1
52,-0.676922,-1.368025073,1.423304777,-1.519915389,-0.773904304,-3.139138842,-2.155918563,-3.459009259,0,3,0,0,1
53,0.611676289,1.156319183,-0.790149853,0.69039576,-0.963824586,1.403971279,-0.024609069,1.274431756,1,2,1,0,0
54,1.030999522,1.713092467,-1.4091978,1.11342058,-0.712177935,2.304179101,1.014784888,1.947204123,1,2,1,0,0
55,0.931280119,1.724504992,-1.047373042,1.403631216,-0.672713493,2.010334223,1.458374349,0.586070792,1,2,1,0,0
56,-0.839217523,-1.715143111,1.14219566,-2.142826681,0.0760844,-0.505426114,-0.052543311,-0.597139674,0,3,0,0,1
57,-0.309212376,-0.641414938,0.085255331,-0.453622851,0.249731001,-2.726313196,-1.512498086,-3.210914522,0,1,0,1,0
58,0.331263431,0.366080578,-0.13480405,0.844691293,-0.102777732,-0.003137471,1.7496072,3.227944288,1,0,1,0,0
59,0.975545127,2.181423371,0.005196478,2.03565263,-0.591657509,-0.963488221,-0.254331347,-1.083400295,0,2,0,0,1
60,-0.479174238,-0.978769087,0.760566719,-1.217219399,-0.735618202,-0.590889772,-0.344251092,-0.273483291,0,1,0,1,0
61,-0.185658977,-0.363807338,0.088489489,-0.529489338,-0.015696062,-0.003137471,1.595587122,4.139624169,0,1,0,0,1
62,-1.106334974,-2.13254162,1.474445861,-2.575816464,0.130966175,-2.5462284,-1.049096637,-3.179441216,0,3,1,0,0
63,-1.196206624,-2.550028499,2.048326638,-3.065525257,-0.392077257,1.637775921,0.485137768,1.004708231,0,3,0,1,0
64,0.812525822,1.716322839,-0.923391994,1.058101058,-0.559120105,-1.50757531,-1.017592902,-2.128072828,1,2,0,0,1
65,1.356240029,2.639065128,-1.799213021,2.107256745,-0.838814546,-1.551465647,-1.307384681,-1.983369878,1,2,1,0,0
66,-0.072010122,-0.323337351,0.345903664,0.329459052,-0.947511026,0.335305457,-0.083278075,-0.016048442,0,1,0,1,0
67,1.003532898,2.121755294,-1.334590486,1.84558688,-0.788527138,1.352749598,0.176226562,1.812420112,1,2,0,1,0
68,0.361636025,1.021606822,-0.502997219,-0.155044567,0.484158825,1.90040141,1.617629745,1.993542889,1,0,1,0,0
69,-0.645119755,-1.145273635,0.915065727,-1.38009641,-0.3119627,2.162946341,0.924600686,1.232428612,0,3,1,0,0
70,0.361395606,0.907386724,-0.178996253,0.271220909,-0.945162169,-0.003137471,-1.246212181,-1.850957928,1,0,1,0,0
71,1.538036566,2.971947012,0.005196478,2.995740988,0.016330544,-2.287053881,-0.963829396,-2.305375384,0,2,1,0,0
72,-0.035826039,-0.391176024,0.164732823,-0.410517486,0.072134534,-0.685287795,-0.19941366,-1.187425459,1,1,1,0,0
73,1.564643656,3.427314816,-2.588169383,3.449669071,-0.142622441,0.694957316,0.456292753,0.73547021,1,2,0,1,0
74,-2.619745104,-4.82858723,3.731827945,-4.844877662,-0.778634376,-0.003137471,-0.634926343,-0.830784029,0,3,1,0,0
75,0.821902504,1.952366364,-1.303700127,1.803282242,0.509934795,-0.003137471,-9.65E-05,-0.007584003,1,2,0,1,0
76,0.087047068,0.106936949,-0.371752115,-0.4754215,0.378163176,-3.654359649,-1.341019025,-3.938870995,0,0,0,1,0
77,-0.29900735,-0.828941569,0.687866573,-0.858803197,-0.210541723,-0.480946209,-0.349426436,-0.424852724,0,1,1,0,0
78,0.091760777,-0.029614986,-0.54205144,0.377954849,-0.238369287,1.710401706,0.982819357,2.430790174,0,0,0,0,1
79,-1.987568915,-4.311884343,3.011122259,-3.586415109,-0.68812977,-1.809293416,-1.32761311,-1.362815336,0,3,0,1,0
80,-0.219671888,-0.460819499,0.369260261,-0.55601603,0.507098694,1.46614229,1.157700672,0.925539027,0,1,0,1,0
81,0.357112572,1.035360735,-1.078908731,0.983516757,0.199147809,-2.992207325,-1.148934485,-1.736589115,1,0,0,1,0
82,1.477894045,2.927455563,-2.349148213,3.127626435,-0.828413109,0.511137043,-0.083723084,1.101529523,1,2,1,0,0
83,-0.518270218,-0.976075856,0.854115189,-0.378779233,-0.243873083,0.525704085,-0.105123636,0.182749595,0,3,0,1,0
84,-0.808493603,-1.341867813,1.341358802,-1.536386457,0.807121885,0.937477897,0.514268915,0.50432175,0,3,1,0,0
85,-0.501757044,-1.08433315,0.691343403,-0.807272623,-0.095250797,-2.01656295,-0.967858685,-1.846317204,0,3,0,0,1
86,0.915402118,2.237910527,-1.170036715,1.908782821,-0.350145001,-3.095266116,-1.939865646,-2.743058514,1,2,0,0,1
87,0.32875111,1.055921101,-0.525921542,1.187860697,0.287568151,1.452103849,1.186133442,2.335679638,1,0,0,1,0
88,-0.529760204,-1.085742675,0.798736179,-0.697501005,-0.594055245,-3.052317423,-2.275815631,-2.798090157,0,3,0,1,0
89,0.513267433,0.911028013,-0.694404989,0.394683771,0.047606796,-1.541819389,-0.351934378,-1.873693681,1,2,0,1,0
90,0.097077549,0.333602708,0.132483565,0.123544819,0.339045507,2.78336525,1.57649518,2.529685524,1,0,0,1,0
91,0.968644991,1.867784993,-1.655682887,2.249698231,0.709756832,0.339777896,0.268484156,0.653084629,1,2,1,0,0
92,-0.702053094,-1.635417231,0.907033079,-1.388952739,0.385008606,0.737507984,0.425855208,0.067280717,0,3,1,0,0
93,-0.327662147,-0.399076562,0.290824272,0.015301894,-0.231180406,1.249471478,0.448072734,1.996796928,1,1,0,0,1
94,-0.392108153,-0.540926829,0.488502915,-0.20155097,0.535600347,-0.003137471,1.001827656,0.9059247,1,1,0,1,0
95,-1.463514948,-2.895927576,2.6231427,-3.032368987,0.796799856,-0.04256633,0.009541699,0.437190968,0,3,0,0,1
96,0.296120277,0.339667603,-0.27236282,1.219343663,-0.044472751,-1.802843421,-1.211385958,-1.203130279,1,0,0,0,1
97,0.261055272,0.276205294,-0.730909832,0.33096929,-0.990998429,-0.003137471,2.091280559,-0.007584003,1,0,0,1,0
98,0.005113457,0.031672771,-0.187804275,-1.190610809,0.761836052,-0.585269425,0.079064987,-0.737909897,0,0,0,1,0
99,-0.234587133,-0.569148474,0.463710867,-0.682087023,-0.669116017,0.662093022,0.211436849,0.523145336,0,1,0,1,0
100,-1.415370742,-2.898960071,1.851103779,-3.086628573,-0.74734899,0.880278331,0.14723459,0.715471072,0,3,0,1,0
101,-0.420645323,-0.636898015,0.413365972,-0.318798348,-0.384642869,-1.065900916,-0.842116931,-0.979037021,0,1,0,0,1
102,-0.342714517,-0.53879317,0.917559675,-0.719267296,-0.240032509,-0.851377929,-0.474770125,-1.173662798,0,1,1,0,0
103,-0.802277269,-1.328926002,1.019403215,-0.889338004,0.598753396,2.976465435,1.837254604,3.582426387,0,3,1,0,0
104,-0.161285712,-0.520696068,0.528328612,-0.297456319,-0.22163323,-1.477955019,-0.925313283,-0.973874035,1,1,1,0,0
105,0.404050857,0.7394634,-0.229479328,0.339427215,-0.902357667,0.824859691,-0.003870278,0.696362867,1,0,0,0,1
106,1.886185901,3.924168142,-3.049317479,3.868018807,0.27192336,1.791707803,0.386355176,1.436367476,1,2,0,0,1
107,0.174577813,0.438771294,-0.528855486,0.128557916,0.342442047,-0.428285178,0.237123899,-0.646379274,0,0,0,0,1
108,0.257550391,0.821576858,-0.469165212,0.895480317,0.628441842,-0.187767863,0.384722047,-0.422320767,1,0,0,1,0
109,-0.074445916,-0.06478449,-0.214919443,-0.377380837,-0.202267839,-0.003137471,1.30516588,2.160705372,0,1,0,0,1
110,-1.918771215,-3.46792061,2.914466986,-3.438146518,-0.827857848,-0.274698944,-0.7945633,-0.178159347,0,3,1,0,0
111,-0.026513875,0.054975809,-0.02192476,-0.053946491,0.106124555,-4.154416539,-1.852696002,-3.743466633,0,1,0,1,0
112,0.06023021,0.332893909,0.01782869,0.272004608,-0.758005235,3.00776669,0.553385754,3.751441926,1,0,1,0,0
113,2.463242112,4.861781236,-3.275780132,-0.01954072,-0.965849354,-1.95095096,-1.988089445,-1.801622627,1,2,1,0,0
114,-0.192360965,-0.381864487,0.533786941,-0.526058578,0.557166944,0.430953519,0.422975861,0.727482072,0,1,1,0,0
115,0.301547342,0.785283565,-0.305549081,0.01151033,-0.193178799,-2.635556627,-1.587967718,-1.407405867,1,0,1,0,0
116,-0.03471177,0.253172095,-0.537746869,0.659502553,0.050010344,-1.021758707,-0.171672248,-0.736420433,0,1,1,0,0
117,-1.168678038,-2.191508685,0.005196478,-1.788326325,0.325698406,-0.872971793,0.079866505,-1.117808595,0,3,1,0,0
118,1.142822815,2.269011275,-1.197445924,1.477435205,-0.197944667,0.348342189,0.460288299,0.314180094,1,2,0,1,0
119,0.751933033,1.779333071,-2.031056304,1.498973223,-0.897736815,-1.754264539,-1.146633347,-2.587177738,1,2,1,0,0
120,0.791031947,1.143668163,-0.979733158,1.317992386,-0.494512685,3.96566927,1.927881136,4.238401521,1,2,0,1,0
121,-0.909387455,-2.10322181,1.31627361,-1.893540505,-0.611317617,0.049064291,-0.665636168,-0.225690584,0,3,1,0,0
122,1.402794311,2.941915467,-2.359129967,2.940025961,0.954788042,1.762083638,1.778346409,1.316696434,1,2,1,0,0
123,-1.401851063,-2.800880454,2.343115169,-2.793750303,0.479010908,-0.017708818,0.606218686,-0.450250506,0,3,1,0,0
124,0.586857094,1.294816918,-0.367373871,0.919381769,-0.096900003,1.994536179,0.534835932,2.566264185,1,2,0,0,1
125,2.190455626,4.393792756,-3.05311422,3.433853271,-0.873265207,-4.201300039,-2.396868498,-4.330722258,1,2,0,1,0
126,-0.990536325,-1.866883511,1.374446902,-1.047080584,-0.768298955,-1.409491002,-1.252909151,-1.027329238,0,3,0,1,0
127,-0.56629773,-1.295476023,0.005196478,-1.682942934,0.625799139,-1.043591845,0.345988218,-0.850721681,0,3,0,1,0
128,0.099651365,0.313399947,-0.106088757,0.384002223,0.890898188,-1.059770998,-0.376940099,-0.959595766,1,0,0,1,0
129,-0.503475654,-0.808068403,1.017164269,-0.871607601,-0.937299631,1.037355675,0.077805468,0.84573631,1,3,1,0,0
130,-1.550663431,-2.857216741,2.209879239,-2.49833772,0.820794245,1.174329946,1.053352833,1.422200473,0,3,1,0,0
131,0.068562975,0.539836809,0.005196478,0.585795694,-0.238872573,-0.003137471,-0.209494267,-0.361053646,0,0,1,0,0
132,-1.062303714,-2.075787739,2.440055646,-2.014411358,-0.572734679,-0.098592756,0.308843009,-0.020363476,0,3,1,0,0
133,0.473592431,1.001967079,-0.386793062,-0.051760221,-0.795535285,4.881023324,2.550059959,5.434144046,1,0,1,0,0
134,-0.919424234,-2.143482961,0.005196478,-2.47681859,0.543497884,0.649186888,0.105061596,1.307693798,0,3,0,0,1
135,1.549934405,2.99358653,-2.762987379,3.291439748,-0.06217903,-4.450414538,-2.110159558,-4.668432875,1,2,1,0,0
136,-0.783253292,-1.605122999,0.962723335,-1.343255709,0.664847564,1.540224798,1.099131177,1.726317143,0,3,0,1,0
137,-0.322061516,-0.434059122,0.505496766,-0.814720251,-0.547685693,1.11893044,0.535909968,1.41106708,1,1,0,1,0
138,0.813517217,1.50483421,-1.520617093,0.873622777,0.357136074,2.318689823,1.401781757,2.437405595,1,2,0,0,1
139,-1.230864316,-2.302460629,2.326415664,-2.251828906,-0.76375659,1.196796456,-0.02726228,1.578578096,0,3,0,0,1
140,0.227459935,0.454595526,0.08190379,-0.708114094,-0.820498632,-1.809509235,-1.626252255,-1.422182617,1,0,1,0,0
141,1.307142754,2.578851886,-2.120777733,2.119382185,-0.733200299,1.780009107,0.402832425,2.698830624,1,2,1,0,0
142,-1.607483235,-3.165187675,2.946400434,-2.461123245,0.617802601,0.198611911,0.37204576,1.276748036,0,3,0,0,1
143,0.184633859,0.291036443,-0.278226417,0.869063374,0.311239471,2.092328629,1.259956366,2.009914381,0,0,1,0,0
144,0.259882794,0.433958139,0.386992724,0.628857882,-0.668072216,3.095798094,1.042696066,3.925947705,0,0,1,0,0
145,0.781822872,1.222688562,-1.129328469,1.345623088,-0.230455579,-0.243732525,0.274698086,-0.024185157,1,2,0,0,1
146,-1.236950711,-2.523492263,2.028283891,-3.303560577,0.52737202,1.751593932,1.300059331,1.662849513,0,3,0,1,0
147,-1.320456613,-2.736906855,2.400655952,-3.03317375,-0.428651221,2.067306959,1.081515053,2.370851841,0,3,1,0,0
148,0.521941566,0.940686933,-0.399622343,0.822619494,0.842527425,0.317499736,0.538394453,0.200998171,1,2,1,0,0
149,0.296984673,0.677343959,-0.29225739,0.389578459,0.829205583,3.91618046,2.061435024,3.894840801,0,0,0,1,0
150,0.25049285,0.632712091,-0.418081371,0.492614757,0.105801651,2.091086717,1.363446426,1.542817487,1,0,1,0,0
151,0.346448209,0.73933532,-0.365432504,1.25902509,0.263948538,-1.170776023,-0.751453066,-1.130563711,1,0,0,0,1
152,-0.680024722,-1.160966405,0.775181831,-1.37769563,0.306436707,0.520158704,-0.193546482,0.986497545,0,3,1,0,0
153,0.232253697,0.579619779,-0.30274043,0.443244107,-0.483063084,1.720337806,0.788324267,2.080617597,0,0,1,0,0
154,0.293072473,0.527133709,-0.77240097,0.822946223,-0.269357223,3.840178841,1.558726862,4.022025913,1,0,1,0,0
155,-0.714351418,-1.521274093,0.537262635,-2.089064381,-0.728117779,1.241713179,0.15651925,2.110086764,0,3,0,1,0
156,1.865774511,3.79411347,-2.783533737,3.458031638,0.849742683,0.57892024,0.92252818,1.645975495,1,2,1,0,0
157,0.473832921,1.062419264,-0.332066014,0.767330229,0.447698877,2.527628673,1.20855007,2.776763835,1,0,1,0,0
158,-1.191303497,-2.103038133,2.064696638,-2.080801274,-0.907287467,-0.438908518,-1.153760064,0.359949263,0,3,1,0,0
159,0.656553609,1.551341826,-1.009404102,1.413356999,0.0987749,-1.97996421,-0.574767562,-1.805374668,1,2,0,0,1
160,-0.97468167,-2.057657942,1.986119415,-2.182994305,-0.313852531,1.407512716,0.529337525,1.451508284,0,3,0,1,0
161,0.787084604,1.553767951,-1.351345323,1.287826357,0.630575754,-0.756336517,0.314322982,-0.27591254,1,2,0,1,0
162,1.158595579,2.451394719,-2.313243167,2.023062615,-0.312399824,-0.003137471,2.747408895,5.396287643,1,2,0,1,0
163,-0.820682318,-1.427765081,0.576393089,-1.184107911,0.288300249,0.505939868,0.593814147,-0.6738823,0,3,1,0,0
164,0.963376129,2.114546152,-1.799421476,1.979424505,-0.668519333,1.419737976,0.424639825,1.290367442,1,2,0,0,1
165,0.412780927,0.812786287,-0.374183967,1.060393879,0.117510979,-1.256650192,-0.520787606,-2.009465757,1,0,1,0,0
166,0.82206016,1.39331579,-1.423531045,0.948664857,-0.412228535,2.529200846,1.398839386,2.335252511,1,2,1,0,0
167,1.896792983,3.59379869,-2.706901881,3.327701827,-0.670223155,-0.053898113,-0.117719041,-0.326494487,1,2,0,1,0
168,-0.245388116,-0.436249529,0.861967189,-0.52472274,0.238518294,-0.249072776,-0.181984123,-0.518680038,0,1,1,0,0
169,-0.753736164,-1.439027213,0.800575158,-1.490174028,0.2772824,-0.201044222,0.186019338,-0.726837425,0,3,0,1,0
170,-0.88951443,-1.998764734,1.477821564,-1.697017244,0.966707562,-2.5828086,-0.993853546,-3.182237592,0,3,0,1,0
171,-0.815810285,-1.622706648,1.385404349,-1.794910364,0.338212119,-0.501053241,-0.175202376,-0.824548685,0,3,0,1,0
172,-0.077101709,-0.027958547,-0.142568832,0.27073835,0.031419877,1.092331601,0.732390602,0.906833615,0,1,0,0,1
173,0.341151975,0.452058618,-0.105464685,0.602036222,0.825241686,-3.090772479,-1.323096787,-3.239824867,1,0,0,1,0
174,0.276690799,0.774381039,-0.501348316,0.731639995,0.656561637,2.043338048,1.394233719,2.172796243,1,0,0,1,0
175,0.827183249,1.578860268,-1.355900768,1.19834075,0.097492557,-0.536676908,-0.105561422,-0.183491712,1,2,0,1,0
176,0.013001892,0.277526406,0.613981128,0.580276512,0.022698155,0.489453468,0.154275516,-0.015445183,1,0,1,0,0
177,1.453534077,2.800377665,-2.023471093,2.429842678,0.883938371,-4.468028793,-1.576140066,-4.905358399,1,2,1,0,0
178,-0.264656833,-0.734638763,0.674572415,-0.743150915,0.234254088,0.449974121,0.21027439,1.282338358,0,1,0,1,0
179,2.720169167,5.348710935,-3.67378587,5.327134758,0.427558338,-2.086293765,-0.546578548,-1.707623019,1,2,0,1,0
180,0.625667348,1.232305071,-1.133643221,1.149467014,-0.826641916,-0.70291673,-0.72557054,-1.090722671,1,2,1,0,0
181,-0.857157556,-1.792011094,1.660682664,-1.947738983,0.436611242,-3.134931085,-1.29730616,-3.761642228,1,3,0,0,1
182,-1.070892498,-2.18498528,1.455770513,-2.513815958,-0.470636316,-1.763763126,-1.386826185,-2.013006882,0,3,0,1,0
183,0.482472415,1.03173786,-0.88709564,0.384963285,-0.768924154,-0.32711663,-0.618407533,-0.453698307,1,0,0,1,0
184,-0.223462785,-0.481161445,0.253594186,0.080360449,0.699332218,-0.543504847,0.13637061,-0.202573402,0,1,0,1,0
185,0.714000494,1.414778509,-1.257620192,1.218089124,0.382382173,1.769060701,1.383047679,0.618073757,1,2,0,1,0
186,0.473237625,0.604629969,-0.463209507,0.553385131,-0.184871376,-3.736142249,-2.057012113,-4.218455066,1,0,1,0,0
187,-0.072828913,-0.067318222,0.189406566,-0.121009176,-0.137166548,-0.102738591,0.186260115,0.797239225,0,1,1,0,0
188,-0.846793718,-1.711428096,1.122823253,-1.273186361,-0.605764556,-0.198165247,-0.628651377,-0.190050372,0,3,0,0,1
189,-1.514847225,-2.707635853,2.474622347,-1.934358165,-0.980898009,-0.915614127,-0.848007178,-0.884443117,0,3,1,0,0
190,-0.446514952,-1.080942938,0.587217697,-1.01700397,-0.301281721,-1.826411774,-1.215879541,-2.108626576,0,1,0,1,0
191,0.856398794,1.351138523,-1.383019303,1.288337456,-0.703171281,2.204354164,1.213842199,2.598693174,1,2,1,0,0
192,0.214093744,0.551801187,-0.306535451,0.102418384,-0.156546409,4.095427132,2.378542895,3.193557006,1,0,0,1,0
193,-1.245738779,-2.422172154,2.007646275,-2.999607534,0.667650176,-3.428122382,-1.294524076,-3.640608455,0,3,0,1,0
194,0.173180926,0.144675248,-0.142817094,-0.564914724,-0.770491273,-1.848369977,-1.469952256,-2.888960494,0,0,0,1,0
195,0.38531738,0.464684968,-0.686950824,0.146346985,-0.816492796,-2.008721075,-1.867699177,-2.018626759,1,0,1,0,0
196,-0.883857436,-1.460235526,1.579919517,-2.296577445,0.80420444,-0.563043403,0.234067793,-0.78607137,0,3,0,1,0
197,0.153725106,0.59027229,-0.297305904,1.021804272,0.490279125,2.511691346,1.563246483,1.69675387,1,0,0,1,0
198,0.058208718,-0.381073915,-0.283808424,-0.211835417,-0.893860269,1.055340945,0.338188282,1.560612031,1,0,1,0,0
199,-1.142970298,-2.377585202,1.274048952,-2.478241407,-0.840859029,-0.307705146,-1.014190822,0.037334936,0,3,0,1,0
200,0.35778736,1.048413132,-0.241727496,1.492166724,0.369848456,0.032725123,0.243742571,0.547610535,1,0,1,0,0
201,0.560784526,1.026356541,-0.837459767,0.59789411,-0.259311596,-0.638025308,-0.319972721,-1.391357749,1,2,1,0,0
202,1.083051243,2.06798004,-1.561315157,1.739987617,0.448346591,1.47729366,0.69222896,0.975458574,1,2,1,0,0
203,1.053802052,2.051052239,-1.266962203,1.277534926,-0.191091861,-0.003137471,0.799746861,2.321710087,1,2,1,0,0
204,-1.377669368,-2.979518131,1.923282182,-2.669776653,0.935573375,1.182595831,0.840999907,1.58785022,0,3,0,1,0
205,-0.93782504,-2.216605229,0.994417785,-2.540741743,0.388833225,-4.393082577,-2.249730767,-3.691310762,0,3,1,0,0
206,0.515035267,1.240579997,-0.75161869,1.246858242,-0.90676847,0.026281515,-0.599425033,-0.093691686,1,2,0,1,0
207,0.513785951,0.658984521,-0.678290461,1.060015081,-0.33899645,-0.373071401,-0.43586343,-0.427743571,1,2,1,0,0
208,0.515047686,1.079549663,-0.851426249,1.627889965,0.127212372,1.982607225,1.426530262,2.29067028,1,2,1,0,0
209,-0.003938486,-0.016698388,0.005196478,-0.01954072,-0.716252724,0.478213093,-0.215551222,-0.197349428,1,2,0,0,1
210,0.570890511,0.851535762,-1.602185736,1.005230736,-0.9949594,1.113477086,-0.194496551,1.211381005,1,2,1,0,0
211,1.13556564,2.0862776,-1.367331469,1.724737501,-0.841383735,-0.990594092,-0.672121815,0.276930774,1,2,0,1,0
212,0.954001763,2.150639365,-1.19365655,2.823988702,0.048526955,1.878796758,1.271968478,1.699877613,1,2,0,1,0
213,0.651391251,1.409360847,-0.840055644,1.342900623,0.264510182,2.46762946,1.611904188,1.665911993,1,2,1,0,0
214,-0.315269245,-0.753995631,-0.527866598,-0.72188165,-0.814193249,-3.253982755,-1.62330781,-3.048433608,0,1,0,1,0
215,0.75896922,1.758388242,-0.753287196,1.595647013,0.330313048,-2.59237804,-1.073354604,-3.042958011,1,2,1,0,0
